"","Location","Parameter","Altitude","Landuse","TrendScore","Frequency","Region","period"
"1260","EBOP-00012","TURB","Upland","Forest",0,"Monthly","Bay of Plenty",5
"1261","EBOP-00013","ECOLI","Lowland","Rural",2,"Monthly","Bay of Plenty",10
"1262","EBOP-00013","NH4","Lowland","Rural",2,"Monthly","Bay of Plenty",10
"1263","EBOP-00013","TN","Lowland","Rural",-1,"Monthly","Bay of Plenty",10
"1264","EBOP-00013","TON","Lowland","Rural",-2,"Monthly","Bay of Plenty",10
"1265","EBOP-00013","TP","Lowland","Rural",-2,"Monthly","Bay of Plenty",10
"1266","EBOP-00013","TURB","Lowland","Rural",2,"Monthly","Bay of Plenty",10
"1267","EBOP-00019","DRP","Upland","Forest",-2,"Monthly","Bay of Plenty",5
"1268","EBOP-00019","ECOLI","Upland","Forest",2,"Monthly","Bay of Plenty",10
"1269","EBOP-00019","NH4","Upland","Forest",-2,"Monthly","Bay of Plenty",5
"1270","EBOP-00019","NH4","Upland","Forest",-2,"Monthly","Bay of Plenty",10
"1271","EBOP-00019","TN","Upland","Forest",-2,"Monthly","Bay of Plenty",5
"1272","EBOP-00019","TN","Upland","Forest",2,"Monthly","Bay of Plenty",10
"1273","EBOP-00019","TON","Upland","Forest",2,"Monthly","Bay of Plenty",10
"1274","EBOP-00019","TON","Upland","Forest",0,"Monthly","Bay of Plenty",5
"1275","EBOP-00019","TP","Upland","Forest",-2,"Monthly","Bay of Plenty",10
"1276","EBOP-00019","TP","Upland","Forest",-2,"Monthly","Bay of Plenty",5
"1277","EBOP-00019","TURB","Upland","Forest",-2,"Monthly","Bay of Plenty",5
"1278","EBOP-00019","TURB","Upland","Forest",0,"Monthly","Bay of Plenty",10
"1279","EBOP-00024","DRP","Lowland","Forest",-2,"Monthly","Bay of Plenty",5
"1280","EBOP-00024","ECOLI","Lowland","Forest",-2,"Monthly","Bay of Plenty",5
"1281","EBOP-00024","NH4","Lowland","Forest",0,"Monthly","Bay of Plenty",5
"1282","EBOP-00024","TN","Lowland","Forest",2,"Monthly","Bay of Plenty",5
"1283","EBOP-00024","TON","Lowland","Forest",2,"Monthly","Bay of Plenty",5
"1284","EBOP-00024","TP","Lowland","Forest",-2,"Monthly","Bay of Plenty",5
"1285","EBOP-00025","DRP","Lowland","Forest",0,"Monthly","Bay of Plenty",5
"1286","EBOP-00025","ECOLI","Lowland","Forest",0,"Monthly","Bay of Plenty",5
"1287","EBOP-00025","NH4","Lowland","Forest",0,"Monthly","Bay of Plenty",5
"1288","EBOP-00025","TN","Lowland","Forest",0,"Monthly","Bay of Plenty",5
"1289","EBOP-00025","TON","Lowland","Forest",2,"Monthly","Bay of Plenty",5
"1290","EBOP-00025","TP","Lowland","Forest",-2,"Monthly","Bay of Plenty",5
"1291","EBOP-00026","ECOLI","Lowland","Rural",0,"Monthly","Bay of Plenty",10
"1292","EBOP-00026","NH4","Lowland","Rural",2,"Monthly","Bay of Plenty",10
"1293","EBOP-00026","TN","Lowland","Rural",2,"Monthly","Bay of Plenty",10
"1294","EBOP-00026","TON","Lowland","Rural",0,"Monthly","Bay of Plenty",10
"1295","EBOP-00026","TP","Lowland","Rural",0,"Monthly","Bay of Plenty",10
"1296","EBOP-00026","TURB","Lowland","Rural",2,"Monthly","Bay of Plenty",10
"1297","EBOP-00042","ECOLI","Lowland","Forest",2,"Monthly","Bay of Plenty",10
"1298","EBOP-00042","NH4","Lowland","Forest",0,"Monthly","Bay of Plenty",10
"1299","EBOP-00042","TN","Lowland","Forest",0,"Monthly","Bay of Plenty",10
"1300","EBOP-00042","TON","Lowland","Forest",-2,"Monthly","Bay of Plenty",10
"1301","EBOP-00042","TP","Lowland","Forest",-2,"Monthly","Bay of Plenty",10
"1302","EBOP-00042","TURB","Lowland","Forest",0,"Monthly","Bay of Plenty",10
"1303","EBOP-00049","ECOLI","Lowland","Rural",0,"Monthly","Bay of Plenty",10
"1304","EBOP-00049","NH4","Lowland","Rural",0,"Monthly","Bay of Plenty",10
"1305","EBOP-00049","TN","Lowland","Rural",0,"Monthly","Bay of Plenty",10
"1306","EBOP-00049","TON","Lowland","Rural",0,"Monthly","Bay of Plenty",10
"1307","EBOP-00049","TP","Lowland","Rural",0,"Monthly","Bay of Plenty",10
"1308","EBOP-00049","TURB","Lowland","Rural",0,"Monthly","Bay of Plenty",10
"1309","EBOP-00050","DRP","Lowland","Forest",0,"Monthly","Bay of Plenty",5
"1310","EBOP-00050","ECOLI","Lowland","Forest",2,"Monthly","Bay of Plenty",10
"1311","EBOP-00050","NH4","Lowland","Forest",2,"Monthly","Bay of Plenty",10
"1312","EBOP-00050","NH4","Lowland","Forest",0,"Monthly","Bay of Plenty",5
"1313","EBOP-00050","TN","Lowland","Forest",0,"Monthly","Bay of Plenty",5
"1314","EBOP-00050","TN","Lowland","Forest",2,"Monthly","Bay of Plenty",10
"1315","EBOP-00050","TON","Lowland","Forest",1,"Monthly","Bay of Plenty",10
"1316","EBOP-00050","TON","Lowland","Forest",0,"Monthly","Bay of Plenty",5
"1317","EBOP-00050","TP","Lowland","Forest",2,"Monthly","Bay of Plenty",10
"1318","EBOP-00050","TP","Lowland","Forest",-2,"Monthly","Bay of Plenty",5
"1319","EBOP-00050","TURB","Lowland","Forest",0,"Monthly","Bay of Plenty",5
"1320","EBOP-00050","TURB","Lowland","Forest",0,"Monthly","Bay of Plenty",10
"1321","EBOP-00053","ECOLI","Upland","Forest",0,"Monthly","Bay of Plenty",10
"1322","EBOP-00053","NH4","Upland","Forest",2,"Monthly","Bay of Plenty",10
"1323","EBOP-00053","TN","Upland","Forest",2,"Monthly","Bay of Plenty",10
"1324","EBOP-00053","TON","Upland","Forest",2,"Monthly","Bay of Plenty",10
"1325","EBOP-00053","TP","Upland","Forest",0,"Monthly","Bay of Plenty",10
"1326","EBOP-00053","TURB","Upland","Forest",0,"Monthly","Bay of Plenty",10
"1327","EBOP-00057","ECOLI","Lowland","Rural",0,"Monthly","Bay of Plenty",10
"1328","EBOP-00057","NH4","Lowland","Rural",2,"Monthly","Bay of Plenty",10
"1329","EBOP-00057","TN","Lowland","Rural",0,"Monthly","Bay of Plenty",10
"1330","EBOP-00057","TON","Lowland","Rural",-2,"Monthly","Bay of Plenty",10
"1331","EBOP-00057","TP","Lowland","Rural",0,"Monthly","Bay of Plenty",10
"1332","EBOP-00057","TURB","Lowland","Rural",0,"Monthly","Bay of Plenty",10
"1333","ECAN-00084","DRP","Lowland","Rural",0,"Monthly","Canterbury",5
"1334","ECAN-00084","DRP","Lowland","Rural",0,"Monthly","Canterbury",10
"1335","ECAN-00084","ECOLI","Lowland","Rural",0,"Monthly","Canterbury",10
"1336","ECAN-00084","NH4","Lowland","Rural",2,"Monthly","Canterbury",10
"1337","ECAN-00084","TN","Lowland","Rural",0,"Monthly","Canterbury",5
"1338","ECAN-00084","TN","Lowland","Rural",0,"Monthly","Canterbury",10
"1339","ECAN-00084","TON","Lowland","Rural",2,"Monthly","Canterbury",10
"1340","ECAN-00084","TON","Lowland","Rural",2,"Monthly","Canterbury",5
"1341","ECAN-00084","TP","Lowland","Rural",0,"Monthly","Canterbury",5
"1342","ECAN-00084","TP","Lowland","Rural",2,"Monthly","Canterbury",10
"1343","ECAN-00084","TURB","Lowland","Rural",0,"Monthly","Canterbury",10
"1344","ECAN-00084","TURB","Lowland","Rural",0,"Monthly","Canterbury",5
"1345","ECAN-00085","DRP","Lowland","Rural",2,"Monthly","Canterbury",10
"1346","ECAN-00085","DRP","Lowland","Rural",0,"Monthly","Canterbury",5
"1347","ECAN-00085","ECOLI","Lowland","Rural",2,"Monthly","Canterbury",10
"1348","ECAN-00085","TN","Lowland","Rural",0,"Monthly","Canterbury",5
"1349","ECAN-00085","TN","Lowland","Rural",2,"Monthly","Canterbury",10
"1350","ECAN-00085","TON","Lowland","Rural",0,"Monthly","Canterbury",5
"1351","ECAN-00085","TON","Lowland","Rural",2,"Monthly","Canterbury",10
"1352","ECAN-00085","TP","Lowland","Rural",2,"Monthly","Canterbury",5
"1353","ECAN-00085","TP","Lowland","Rural",2,"Monthly","Canterbury",10
"1354","ECAN-00085","TURB","Lowland","Rural",-2,"Monthly","Canterbury",10
"1355","ECAN-00085","TURB","Lowland","Rural",2,"Monthly","Canterbury",5
"1356","ECAN-00086","DRP","Lowland","Rural",0,"Monthly","Canterbury",5
"1357","ECAN-00086","DRP","Lowland","Rural",0,"Monthly","Canterbury",10
"1358","ECAN-00086","TN","Lowland","Rural",0,"Monthly","Canterbury",5
"1359","ECAN-00086","TN","Lowland","Rural",-2,"Monthly","Canterbury",10
"1360","ECAN-00086","TON","Lowland","Rural",-2,"Monthly","Canterbury",10
"1361","ECAN-00086","TON","Lowland","Rural",-2,"Monthly","Canterbury",5
"1362","ECAN-00086","TP","Lowland","Rural",0,"Monthly","Canterbury",5
"1363","ECAN-00086","TP","Lowland","Rural",0,"Monthly","Canterbury",10
"1364","ECAN-00086","TURB","Lowland","Rural",0,"Monthly","Canterbury",10
"1365","ECAN-00086","TURB","Lowland","Rural",0,"Monthly","Canterbury",5
"1366","ECAN-00093","DRP","Lowland","Rural",0,"Monthly","Canterbury",10
"1367","ECAN-00093","DRP","Lowland","Rural",0,"Monthly","Canterbury",5
"1368","ECAN-00093","ECOLI","Lowland","Rural",0,"Monthly","Canterbury",10
"1369","ECAN-00093","TN","Lowland","Rural",-2,"Monthly","Canterbury",10
"1370","ECAN-00093","TN","Lowland","Rural",0,"Monthly","Canterbury",5
"1371","ECAN-00093","TON","Lowland","Rural",-2,"Monthly","Canterbury",10
"1372","ECAN-00093","TON","Lowland","Rural",-2,"Monthly","Canterbury",5
"1373","ECAN-00093","TP","Lowland","Rural",2,"Monthly","Canterbury",10
"1374","ECAN-00093","TP","Lowland","Rural",2,"Monthly","Canterbury",5
"1375","ECAN-00093","TURB","Lowland","Rural",0,"Monthly","Canterbury",5
"1376","ECAN-00093","TURB","Lowland","Rural",-2,"Monthly","Canterbury",10
"1377","ECAN-00097","DRP","Lowland","Rural",0,"Monthly","Canterbury",5
"1378","ECAN-00097","DRP","Lowland","Rural",2,"Monthly","Canterbury",10
"1379","ECAN-00097","ECOLI","Lowland","Rural",-2,"Monthly","Canterbury",10
"1380","ECAN-00097","NH4","Lowland","Rural",0,"Monthly","Canterbury",5
"1381","ECAN-00097","NH4","Lowland","Rural",2,"Monthly","Canterbury",10
"1382","ECAN-00097","TN","Lowland","Rural",-2,"Monthly","Canterbury",5
"1383","ECAN-00097","TN","Lowland","Rural",-1,"Monthly","Canterbury",10
"1384","ECAN-00097","TON","Lowland","Rural",0,"Monthly","Canterbury",5
"1385","ECAN-00097","TON","Lowland","Rural",0,"Monthly","Canterbury",10
"1386","ECAN-00097","TP","Lowland","Rural",0,"Monthly","Canterbury",5
"1387","ECAN-00097","TP","Lowland","Rural",2,"Monthly","Canterbury",10
"1388","ECAN-00097","TURB","Lowland","Rural",-2,"Monthly","Canterbury",10
"1389","ECAN-00097","TURB","Lowland","Rural",0,"Monthly","Canterbury",5
"1390","ECAN-00101","DRP","Lowland","Rural",-2,"Monthly","Canterbury",10
"1391","ECAN-00101","DRP","Lowland","Rural",0,"Monthly","Canterbury",5
"1392","ECAN-00101","ECOLI","Lowland","Rural",0,"Monthly","Canterbury",10
"1393","ECAN-00101","ECOLI","Lowland","Rural",0,"Monthly","Canterbury",5
"1394","ECAN-00101","NH4","Lowland","Rural",2,"Monthly","Canterbury",10
"1395","ECAN-00101","TN","Lowland","Rural",-2,"Monthly","Canterbury",10
"1396","ECAN-00101","TN","Lowland","Rural",0,"Monthly","Canterbury",5
"1397","ECAN-00101","TON","Lowland","Rural",-2,"Monthly","Canterbury",10
"1398","ECAN-00101","TON","Lowland","Rural",0,"Monthly","Canterbury",5
"1399","ECAN-00101","TP","Lowland","Rural",0,"Monthly","Canterbury",5
"1400","ECAN-00101","TP","Lowland","Rural",0,"Monthly","Canterbury",10
"1401","ECAN-00101","TURB","Lowland","Rural",2,"Monthly","Canterbury",5
"1402","ECAN-00101","TURB","Lowland","Rural",0,"Monthly","Canterbury",10
"1403","ECAN-00137","DRP","Upland","Forest",0,"Monthly","Canterbury",10
"1404","ECAN-00137","DRP","Upland","Forest",2,"Monthly","Canterbury",5
"1405","ECAN-00137","ECOLI","Upland","Forest",0,"Monthly","Canterbury",10
"1406","ECAN-00137","ECOLI","Upland","Forest",2,"Monthly","Canterbury",5
"1407","ECAN-00137","TN","Upland","Forest",0,"Monthly","Canterbury",10
"1408","ECAN-00137","TN","Upland","Forest",0,"Monthly","Canterbury",5
"1409","ECAN-00137","TON","Upland","Forest",0,"Monthly","Canterbury",10
"1410","ECAN-00137","TON","Upland","Forest",0,"Monthly","Canterbury",5
"1412","ECAN-00137","TURB","Upland","Forest",2,"Monthly","Canterbury",5
"1413","ECAN-00137","TURB","Upland","Forest",0,"Monthly","Canterbury",10
"1414","ECAN-00138","DRP","Lowland","Rural",0,"Monthly","Canterbury",10
"1415","ECAN-00138","DRP","Lowland","Rural",0,"Monthly","Canterbury",5
"1416","ECAN-00138","ECOLI","Lowland","Rural",2,"Monthly","Canterbury",10
"1417","ECAN-00138","ECOLI","Lowland","Rural",0,"Monthly","Canterbury",5
"1418","ECAN-00138","TN","Lowland","Rural",-2,"Monthly","Canterbury",10
"1419","ECAN-00138","TN","Lowland","Rural",0,"Monthly","Canterbury",5
"1420","ECAN-00138","TON","Lowland","Rural",-2,"Monthly","Canterbury",10
"1421","ECAN-00138","TON","Lowland","Rural",0,"Monthly","Canterbury",5
"1422","ECAN-00138","TP","Lowland","Rural",0,"Monthly","Canterbury",5
"1423","ECAN-00138","TP","Lowland","Rural",2,"Monthly","Canterbury",10
"1424","ECAN-00138","TURB","Lowland","Rural",2,"Monthly","Canterbury",10
"1425","ECAN-00138","TURB","Lowland","Rural",0,"Monthly","Canterbury",5
"1426","ECAN-00172","DRP","Lowland","Rural",2,"Monthly","Canterbury",5
"1427","ECAN-00172","DRP","Lowland","Rural",2,"Monthly","Canterbury",10
"1428","ECAN-00172","ECOLI","Lowland","Rural",0,"Monthly","Canterbury",5
"1429","ECAN-00172","ECOLI","Lowland","Rural",2,"Monthly","Canterbury",10
"1430","ECAN-00172","TN","Lowland","Rural",0,"Monthly","Canterbury",5
"1431","ECAN-00172","TN","Lowland","Rural",2,"Monthly","Canterbury",10
"1432","ECAN-00172","TON","Lowland","Rural",0,"Monthly","Canterbury",5
"1433","ECAN-00172","TON","Lowland","Rural",2,"Monthly","Canterbury",10
"1434","ECAN-00172","TP","Lowland","Rural",2,"Monthly","Canterbury",10
"1435","ECAN-00172","TP","Lowland","Rural",2,"Monthly","Canterbury",5
"1436","ECAN-00172","TURB","Lowland","Rural",0,"Monthly","Canterbury",10
"1437","ECAN-00172","TURB","Lowland","Rural",0,"Monthly","Canterbury",5
"1438","ECAN-00183","DRP","Lowland","Rural",0,"Monthly","Canterbury",5
"1439","ECAN-00183","ECOLI","Lowland","Rural",0,"Monthly","Canterbury",5
"1440","ECAN-00183","TN","Lowland","Rural",2,"Monthly","Canterbury",5
"1441","ECAN-00183","TON","Lowland","Rural",0,"Monthly","Canterbury",5
"1442","ECAN-00183","TP","Lowland","Rural",0,"Monthly","Canterbury",5
"1443","ECAN-00183","TURB","Lowland","Rural",0,"Monthly","Canterbury",5
"1444","ECAN-00193","DRP","Lowland","Forest",2,"Monthly","Canterbury",5
"1445","ECAN-00193","ECOLI","Lowland","Forest",0,"Monthly","Canterbury",5
"1446","ECAN-00193","TN","Lowland","Forest",0,"Monthly","Canterbury",5
"1447","ECAN-00193","TON","Lowland","Forest",0,"Monthly","Canterbury",5
"1448","ECAN-00193","TP","Lowland","Forest",2,"Monthly","Canterbury",5
"1449","ECAN-00193","TURB","Lowland","Forest",0,"Monthly","Canterbury",5
"1450","ES-00001","ECOLI","Lowland","Rural",0,"Monthly","Southland",5
"1451","ES-00001","ECOLI","Lowland","Rural",0,"Monthly","Southland",10
"1452","ES-00001","TURB","Lowland","Rural",0,"Monthly","Southland",5
"1453","ES-00004","ECOLI","Upland","Forest",0,"Monthly","Southland",10
"1454","ES-00004","ECOLI","Upland","Forest",0,"Monthly","Southland",5
"1455","ES-00004","TN","Upland","Forest",0,"Monthly","Southland",10
"1456","ES-00004","TN","Upland","Forest",0,"Monthly","Southland",5
"1457","ES-00004","TON","Upland","Forest",0,"Monthly","Southland",10
"1458","ES-00004","TON","Upland","Forest",0,"Monthly","Southland",5
"1459","ES-00004","TP","Upland","Forest",0,"Monthly","Southland",10
"1460","ES-00004","TURB","Upland","Forest",0,"Monthly","Southland",5
"1461","ES-00006","ECOLI","Lowland","Forest",-2,"Monthly","Southland",10
"1462","ES-00006","TN","Lowland","Forest",0,"Monthly","Southland",10
"1463","ES-00006","TN","Lowland","Forest",0,"Monthly","Southland",5
"1464","ES-00006","TON","Lowland","Forest",0,"Monthly","Southland",10
"1465","ES-00006","TON","Lowland","Forest",-2,"Monthly","Southland",5
"1466","ES-00006","TP","Lowland","Forest",0,"Monthly","Southland",10
"1467","ES-00006","TP","Lowland","Forest",0,"Monthly","Southland",5
"1468","ES-00006","TURB","Lowland","Forest",0,"Monthly","Southland",5
"1469","ES-00008","DRP","Lowland","Rural",0,"Monthly","Southland",10
"1470","ES-00008","DRP","Lowland","Rural",0,"Monthly","Southland",5
"1471","ES-00008","ECOLI","Lowland","Rural",0,"Monthly","Southland",5
"1472","ES-00008","ECOLI","Lowland","Rural",0,"Monthly","Southland",10
"1473","ES-00008","NH4","Lowland","Rural",0,"Monthly","Southland",10
"1474","ES-00008","NH4","Lowland","Rural",0,"Monthly","Southland",5
"1475","ES-00008","TN","Lowland","Rural",0,"Monthly","Southland",10
"1476","ES-00008","TN","Lowland","Rural",0,"Monthly","Southland",5
"1477","ES-00008","TON","Lowland","Rural",0,"Monthly","Southland",5
"1478","ES-00008","TON","Lowland","Rural",0,"Monthly","Southland",10
"1479","ES-00008","TP","Lowland","Rural",0,"Monthly","Southland",5
"1480","ES-00008","TP","Lowland","Rural",0,"Monthly","Southland",10
"1481","ES-00008","TURB","Lowland","Rural",0,"Monthly","Southland",5
"1482","ES-00011","ECOLI","Upland","Rural",-2,"Monthly","Southland",10
"1483","ES-00011","ECOLI","Upland","Rural",-2,"Monthly","Southland",5
"1484","ES-00011","TURB","Upland","Rural",0,"Monthly","Southland",5
"1485","ES-00014","BDISC","Lowland","Rural",0,"Monthly","Southland",10
"1486","ES-00014","DRP","Lowland","Rural",0,"Monthly","Southland",5
"1487","ES-00014","DRP","Lowland","Rural",2,"Monthly","Southland",10
"1488","ES-00014","ECOLI","Lowland","Rural",0,"Monthly","Southland",5
"1489","ES-00014","ECOLI","Lowland","Rural",0,"Monthly","Southland",10
"1490","ES-00014","NH4","Lowland","Rural",0,"Monthly","Southland",10
"1491","ES-00014","NH4","Lowland","Rural",0,"Monthly","Southland",5
"1492","ES-00014","TN","Lowland","Rural",0,"Monthly","Southland",5
"1493","ES-00014","TN","Lowland","Rural",2,"Monthly","Southland",10
"1494","ES-00014","TON","Lowland","Rural",2,"Monthly","Southland",10
"1495","ES-00014","TON","Lowland","Rural",2,"Monthly","Southland",5
"1496","ES-00014","TP","Lowland","Rural",2,"Monthly","Southland",10
"1497","ES-00014","TP","Lowland","Rural",0,"Monthly","Southland",5
"1498","ES-00014","TURB","Lowland","Rural",0,"Monthly","Southland",5
"1499","ES-00017","DRP","Lowland","Rural",0,"Monthly","Southland",10
"1500","ES-00017","DRP","Lowland","Rural",0,"Monthly","Southland",5
"1501","ES-00017","ECOLI","Lowland","Rural",-2,"Monthly","Southland",5
"1502","ES-00017","ECOLI","Lowland","Rural",0,"Monthly","Southland",10
"1503","ES-00017","TN","Lowland","Rural",0,"Monthly","Southland",5
"1504","ES-00017","TN","Lowland","Rural",0,"Monthly","Southland",10
"1505","ES-00017","TON","Lowland","Rural",0,"Monthly","Southland",10
"1506","ES-00017","TON","Lowland","Rural",0,"Monthly","Southland",5
"1507","ES-00017","TP","Lowland","Rural",0,"Monthly","Southland",10
"1508","ES-00017","TP","Lowland","Rural",0,"Monthly","Southland",5
"1509","ES-00017","TURB","Lowland","Rural",0,"Monthly","Southland",5
"1510","ES-00018","DRP","Lowland","Rural",0,"Monthly","Southland",5
"1511","ES-00018","DRP","Lowland","Rural",0,"Monthly","Southland",10
"1512","ES-00018","ECOLI","Lowland","Rural",0,"Monthly","Southland",10
"1513","ES-00018","ECOLI","Lowland","Rural",0,"Monthly","Southland",5
"1514","ES-00018","TN","Lowland","Rural",0,"Monthly","Southland",10
"1515","ES-00018","TN","Lowland","Rural",0,"Monthly","Southland",5
"1516","ES-00018","TON","Lowland","Rural",0,"Monthly","Southland",5
"1517","ES-00018","TON","Lowland","Rural",0,"Monthly","Southland",10
"1518","ES-00018","TP","Lowland","Rural",0,"Monthly","Southland",5
"1519","ES-00018","TP","Lowland","Rural",2,"Monthly","Southland",10
"1520","ES-00018","TURB","Lowland","Rural",0,"Monthly","Southland",5
"1521","ES-00021","ECOLI","Lowland","Rural",0,"Monthly","Southland",5
"1522","ES-00021","ECOLI","Lowland","Rural",0,"Monthly","Southland",10
"1523","ES-00021","TURB","Lowland","Rural",0,"Monthly","Southland",5
"1524","ES-00024","ECOLI","Upland","Rural",-2,"Monthly","Southland",10
"1525","ES-00024","ECOLI","Upland","Rural",0,"Monthly","Southland",5
"1526","ES-00024","TURB","Upland","Rural",0,"Monthly","Southland",5
"1527","ES-00025","BDISC","Lowland","Rural",0,"Monthly","Southland",10
"1528","ES-00025","BDISC","Lowland","Rural",0,"Monthly","Southland",5
"1529","ES-00025","DRP","Lowland","Rural",0,"Monthly","Southland",10
"1530","ES-00025","DRP","Lowland","Rural",0,"Monthly","Southland",5
"1531","ES-00025","ECOLI","Lowland","Rural",0,"Monthly","Southland",10
"1532","ES-00025","ECOLI","Lowland","Rural",0,"Monthly","Southland",5
"1533","ES-00025","TN","Lowland","Rural",0,"Monthly","Southland",5
"1534","ES-00025","TN","Lowland","Rural",0,"Monthly","Southland",10
"1535","ES-00025","TON","Lowland","Rural",0,"Monthly","Southland",5
"1536","ES-00025","TON","Lowland","Rural",0,"Monthly","Southland",10
"1537","ES-00025","TP","Lowland","Rural",0,"Monthly","Southland",10
"1538","ES-00025","TP","Lowland","Rural",0,"Monthly","Southland",5
"1539","ES-00025","TURB","Lowland","Rural",0,"Monthly","Southland",5
"1540","ES-00026","BDISC","Upland","Rural",0,"Monthly","Southland",10
"1541","ES-00026","ECOLI","Upland","Rural",0,"Monthly","Southland",10
"1542","ES-00026","TON","Upland","Rural",0,"Monthly","Southland",10
"1543","ES-00026","TP","Upland","Rural",2,"Monthly","Southland",10
"1544","ES-00027","BDISC","Lowland","Rural",0,"Monthly","Southland",10
"1545","ES-00027","DRP","Lowland","Rural",0,"Monthly","Southland",5
"1546","ES-00027","DRP","Lowland","Rural",0,"Monthly","Southland",10
"1547","ES-00027","ECOLI","Lowland","Rural",0,"Monthly","Southland",5
"1548","ES-00027","ECOLI","Lowland","Rural",0,"Monthly","Southland",10
"1549","ES-00027","NH4","Lowland","Rural",2,"Monthly","Southland",10
"1550","ES-00027","NH4","Lowland","Rural",0,"Monthly","Southland",5
"1551","ES-00027","TN","Lowland","Rural",0,"Monthly","Southland",5
"1552","ES-00027","TN","Lowland","Rural",0,"Monthly","Southland",10
"1553","ES-00027","TON","Lowland","Rural",0,"Monthly","Southland",10
"1554","ES-00027","TON","Lowland","Rural",0,"Monthly","Southland",5
"1555","ES-00027","TP","Lowland","Rural",0,"Monthly","Southland",5
"1556","ES-00027","TP","Lowland","Rural",0,"Monthly","Southland",10
"1557","ES-00027","TURB","Lowland","Rural",0,"Monthly","Southland",5
"1558","ES-00029","ECOLI","Upland","Rural",0,"Monthly","Southland",10
"1559","ES-00029","TN","Upland","Rural",2,"Monthly","Southland",10
"1560","ES-00029","TON","Upland","Rural",2,"Monthly","Southland",10
"1561","ES-00033","DRP","Lowland","Forest",0,"Monthly","Southland",5
"1562","ES-00033","DRP","Lowland","Forest",0,"Monthly","Southland",10
"1563","ES-00033","ECOLI","Lowland","Forest",0,"Monthly","Southland",10
"1564","ES-00033","ECOLI","Lowland","Forest",0,"Monthly","Southland",5
"1565","ES-00033","TN","Lowland","Forest",0,"Monthly","Southland",5
"1566","ES-00033","TN","Lowland","Forest",0,"Monthly","Southland",10
"1567","ES-00033","TON","Lowland","Forest",2,"Monthly","Southland",10
"1568","ES-00033","TON","Lowland","Forest",0,"Monthly","Southland",5
"1569","ES-00033","TP","Lowland","Forest",0,"Monthly","Southland",5
"1570","ES-00033","TP","Lowland","Forest",0,"Monthly","Southland",10
"1571","ES-00033","TURB","Lowland","Forest",0,"Monthly","Southland",5
"1572","ES-00034","DRP","Lowland","Rural",0,"Monthly","Southland",5
"1573","ES-00034","DRP","Lowland","Rural",0,"Monthly","Southland",10
"1574","ES-00034","ECOLI","Lowland","Rural",0,"Monthly","Southland",10
"1575","ES-00034","ECOLI","Lowland","Rural",0,"Monthly","Southland",5
"1576","ES-00034","TN","Lowland","Rural",0,"Monthly","Southland",5
"1577","ES-00034","TN","Lowland","Rural",0,"Monthly","Southland",10
"1578","ES-00034","TON","Lowland","Rural",0,"Monthly","Southland",10
"1579","ES-00034","TON","Lowland","Rural",0,"Monthly","Southland",5
"1580","ES-00034","TP","Lowland","Rural",0,"Monthly","Southland",10
"1581","ES-00034","TP","Lowland","Rural",0,"Monthly","Southland",5
"1582","ES-00034","TURB","Lowland","Rural",0,"Monthly","Southland",10
"1583","ES-00034","TURB","Lowland","Rural",0,"Monthly","Southland",5
"1584","ES-00035","DRP","Lowland","Rural",-2,"Monthly","Southland",10
"1585","ES-00035","DRP","Lowland","Rural",0,"Monthly","Southland",5
"1586","ES-00035","ECOLI","Lowland","Rural",0,"Monthly","Southland",10
"1587","ES-00035","ECOLI","Lowland","Rural",0,"Monthly","Southland",5
"1588","ES-00035","TN","Lowland","Rural",2,"Monthly","Southland",10
"1589","ES-00035","TN","Lowland","Rural",2,"Monthly","Southland",5
"1590","ES-00035","TON","Lowland","Rural",2,"Monthly","Southland",5
"1591","ES-00035","TON","Lowland","Rural",2,"Monthly","Southland",10
"1592","ES-00035","TP","Lowland","Rural",0,"Monthly","Southland",5
"1593","ES-00035","TP","Lowland","Rural",0,"Monthly","Southland",10
"1594","ES-00035","TURB","Lowland","Rural",0,"Monthly","Southland",10
"1595","ES-00035","TURB","Lowland","Rural",0,"Monthly","Southland",5
"1596","ES-00036","BDISC","Lowland","Rural",-2,"Monthly","Southland",10
"1597","ES-00036","DRP","Lowland","Rural",0,"Monthly","Southland",5
"1598","ES-00036","DRP","Lowland","Rural",-2,"Monthly","Southland",10
"1599","ES-00036","ECOLI","Lowland","Rural",0,"Monthly","Southland",10
"1600","ES-00036","ECOLI","Lowland","Rural",-2,"Monthly","Southland",5
"1601","ES-00036","NH4","Lowland","Rural",0,"Monthly","Southland",10
"1602","ES-00036","NH4","Lowland","Rural",0,"Monthly","Southland",5
"1603","ES-00036","TN","Lowland","Rural",0,"Monthly","Southland",5
"1604","ES-00036","TN","Lowland","Rural",0,"Monthly","Southland",10
"1605","ES-00036","TON","Lowland","Rural",0,"Monthly","Southland",5
"1606","ES-00036","TON","Lowland","Rural",0,"Monthly","Southland",10
"1607","ES-00036","TP","Lowland","Rural",0,"Monthly","Southland",5
"1608","ES-00036","TP","Lowland","Rural",0,"Monthly","Southland",10
"1609","ES-00036","TURB","Lowland","Rural",0,"Monthly","Southland",5
"1610","ES-00042","BDISC","Upland","Rural",0,"Monthly","Southland",10
"1611","ES-00042","DRP","Upland","Rural",0,"Monthly","Southland",10
"1612","ES-00042","DRP","Upland","Rural",0,"Monthly","Southland",5
