"Location","Parameter","AltitudeGroup","LanduseGroup","Median","LAWAState","Region","Scope","StateGroup"
"EBOP-00013","NH4","Lowland","All","0.006",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00013","TP","All","Rural","0.043",3,"Bay of Plenty","Site","Site|Rural"
"EBOP-00013","NH4","Lowland","Rural","0.006",2,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00013","ECOLI","All","Rural","87",2,"Bay of Plenty","Site","Site|Rural"
"EBOP-00013","ECOLI","Lowland","All","87",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00013","ECOLI","All","All","87",2,"Bay of Plenty","Site","Site|All"
"EBOP-00013","TURB","All","Rural","3",3,"Bay of Plenty","Site","Site|Rural"
"EBOP-00013","BDISC","All","Rural","1.58",2,"Bay of Plenty","Site","Site|Rural"
"EBOP-00013","TN","All","All","1.2645",4,"Bay of Plenty","Site","Site|All"
"EBOP-00013","ECOLI","Lowland","Rural","87",1,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00013","TON","Lowland","All","1.21",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00013","TP","Lowland","All","0.043",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00013","BDISC","Lowland","All","1.58",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00013","NH4","All","All","0.006",3,"Bay of Plenty","Site","Site|All"
"EBOP-00013","DRP","Lowland","All","0.023",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00013","TN","Lowland","Rural","1.2645",4,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00013","TON","All","All","1.21",4,"Bay of Plenty","Site","Site|All"
"EBOP-00013","TURB","Lowland","Rural","3",3,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00013","TURB","Lowland","All","3",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00013","TP","All","All","0.043",4,"Bay of Plenty","Site","Site|All"
"EBOP-00013","NH4","All","Rural","0.006",3,"Bay of Plenty","Site","Site|Rural"
"EBOP-00013","BDISC","Lowland","Rural","1.58",2,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00013","DRP","All","Rural","0.023",4,"Bay of Plenty","Site","Site|Rural"
"EBOP-00013","BDISC","All","All","1.58",3,"Bay of Plenty","Site","Site|All"
"EBOP-00014","DRP","Lowland","All","0.033",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00014","BDISC","All","Rural","3",1,"Bay of Plenty","Site","Site|Rural"
"EBOP-00014","TN","Lowland","Rural","0.0915",1,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00014","TURB","All","All","1.85",2,"Bay of Plenty","Site","Site|All"
"EBOP-00014","NH4","Lowland","Rural","0.003",1,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00014","TN","All","Rural","0.0915",1,"Bay of Plenty","Site","Site|Rural"
"EBOP-00014","TON","Lowland","All","0.063",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00014","ECOLI","All","Rural","24",1,"Bay of Plenty","Site","Site|Rural"
"EBOP-00014","TP","Lowland","All","0.0405",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00014","TN","All","All","0.0915",1,"Bay of Plenty","Site","Site|All"
"EBOP-00014","TON","All","Rural","0.063",1,"Bay of Plenty","Site","Site|Rural"
"EBOP-00014","TON","Lowland","Rural","0.063",1,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00014","DRP","All","All","0.033",4,"Bay of Plenty","Site","Site|All"
"EBOP-00014","DRP","Lowland","Rural","0.033",4,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00014","ECOLI","All","All","24",1,"Bay of Plenty","Site","Site|All"
"EBOP-00014","TURB","Lowland","All","1.85",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00014","TON","All","All","0.063",2,"Bay of Plenty","Site","Site|All"
"EBOP-00014","TP","All","Rural","0.0405",3,"Bay of Plenty","Site","Site|Rural"
"EBOP-00014","NH4","All","Rural","0.003",1,"Bay of Plenty","Site","Site|Rural"
"EBOP-00014","NH4","Lowland","All","0.003",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00014","TURB","Lowland","Rural","1.85",2,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00014","TURB","All","Rural","1.85",2,"Bay of Plenty","Site","Site|Rural"
"EBOP-00014","DRP","All","Rural","0.033",4,"Bay of Plenty","Site","Site|Rural"
"EBOP-00014","BDISC","Lowland","Rural","3",1,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00014","TP","All","All","0.0405",3,"Bay of Plenty","Site","Site|All"
"EBOP-00014","ECOLI","Lowland","All","24",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00014","TP","Lowland","Rural","0.0405",3,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00014","BDISC","All","All","3",2,"Bay of Plenty","Site","Site|All"
"EBOP-00014","TN","Lowland","All","0.0915",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00014","ECOLI","Lowland","Rural","24",1,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00014","NH4","All","All","0.003",1,"Bay of Plenty","Site","Site|All"
"EBOP-00014","BDISC","Lowland","All","3",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00016","DRP","All","All","0.106",4,"Bay of Plenty","Site","Site|All"
"EBOP-00016","TURB","All","All","2.1",2,"Bay of Plenty","Site","Site|All"
"EBOP-00016","TN","All","All","1.595",4,"Bay of Plenty","Site","Site|All"
"EBOP-00016","TN","Lowland","All","1.595",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00016","TN","All","Forest","1.595",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00016","ECOLI","Lowland","All","90",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00016","DRP","Lowland","All","0.106",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00016","TURB","All","Forest","2.1",3,"Bay of Plenty","Site","Site|Forest"
"EBOP-00016","TP","Lowland","All","0.138",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00016","TURB","Lowland","All","2.1",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00016","NH4","Lowland","All","0.0105",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00016","TON","All","Forest","1.54",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00016","DRP","Lowland","Forest","0.106",4,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00016","TN","Lowland","Forest","1.595",4,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00016","NH4","Lowland","Forest","0.0105",4,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00016","TON","All","All","1.54",4,"Bay of Plenty","Site","Site|All"
"EBOP-00016","ECOLI","Lowland","Forest","90",3,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00016","ECOLI","All","Forest","90",3,"Bay of Plenty","Site","Site|Forest"
"EBOP-00016","TURB","Lowland","Forest","2.1",3,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00016","ECOLI","All","All","90",2,"Bay of Plenty","Site","Site|All"
"EBOP-00016","TP","Lowland","Forest","0.138",4,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00016","TON","Lowland","Forest","1.54",4,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00016","NH4","All","All","0.0105",3,"Bay of Plenty","Site","Site|All"
"EBOP-00016","DRP","All","Forest","0.106",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00016","TON","Lowland","All","1.54",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00016","NH4","All","Forest","0.0105",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00016","TP","All","All","0.138",4,"Bay of Plenty","Site","Site|All"
"EBOP-00016","TP","All","Forest","0.138",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00017","BDISC","All","Rural","1.82",2,"Bay of Plenty","Site","Site|Rural"
"EBOP-00017","ECOLI","All","Rural","100",2,"Bay of Plenty","Site","Site|Rural"
"EBOP-00017","DRP","All","All","0.1095",4,"Bay of Plenty","Site","Site|All"
"EBOP-00017","TP","All","Rural","0.1405",4,"Bay of Plenty","Site","Site|Rural"
"EBOP-00017","DRP","Lowland","All","0.1095",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00017","TURB","All","All","2.05",2,"Bay of Plenty","Site","Site|All"
"EBOP-00017","NH4","Lowland","Rural","0.008",3,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00017","TURB","All","Rural","2.05",2,"Bay of Plenty","Site","Site|Rural"
"EBOP-00017","DRP","All","Rural","0.1095",4,"Bay of Plenty","Site","Site|Rural"
"EBOP-00017","TON","Lowland","Rural","1.57",4,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00017","TN","Lowland","Rural","1.575",4,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00017","DRP","Lowland","Rural","0.1095",4,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00017","ECOLI","All","All","100",2,"Bay of Plenty","Site","Site|All"
"EBOP-00017","BDISC","Lowland","All","1.82",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00017","NH4","All","All","0.008",3,"Bay of Plenty","Site","Site|All"
"EBOP-00017","TON","All","All","1.57",4,"Bay of Plenty","Site","Site|All"
"EBOP-00017","TN","All","Rural","1.575",4,"Bay of Plenty","Site","Site|Rural"
"EBOP-00017","TN","Lowland","All","1.575",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00017","TP","Lowland","All","0.1405",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00017","NH4","Lowland","All","0.008",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00017","TN","All","All","1.575",4,"Bay of Plenty","Site","Site|All"
"EBOP-00017","TON","Lowland","All","1.57",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00017","BDISC","Lowland","Rural","1.82",2,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00017","ECOLI","Lowland","Rural","100",2,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00017","BDISC","All","All","1.82",2,"Bay of Plenty","Site","Site|All"
"EBOP-00017","TON","All","Rural","1.57",4,"Bay of Plenty","Site","Site|Rural"
"EBOP-00017","NH4","All","Rural","0.008",3,"Bay of Plenty","Site","Site|Rural"
"EBOP-00017","TP","Lowland","Rural","0.1405",4,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00017","TURB","Lowland","All","2.05",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00017","ECOLI","Lowland","All","100",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00017","TP","All","All","0.1405",4,"Bay of Plenty","Site","Site|All"
"EBOP-00017","TURB","Lowland","Rural","2.05",2,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00019","NH4","Upland","Forest","0.08",4,"Bay of Plenty","Site","Site|Upland|Forest"
"EBOP-00019","TON","All","All","0.803",4,"Bay of Plenty","Site","Site|All"
"EBOP-00019","TP","Upland","All","0.088",4,"Bay of Plenty","Site","Site|Upland"
"EBOP-00019","DRP","Upland","Forest","0.037",4,"Bay of Plenty","Site","Site|Upland|Forest"
"EBOP-00019","TON","All","Forest","0.803",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00019","TP","All","Forest","0.088",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00019","TP","Upland","Forest","0.088",4,"Bay of Plenty","Site","Site|Upland|Forest"
"EBOP-00019","TURB","All","Forest","4.8",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00019","TN","All","All","0.983",4,"Bay of Plenty","Site","Site|All"
"EBOP-00019","ECOLI","All","Forest","70",3,"Bay of Plenty","Site","Site|Forest"
"EBOP-00019","BDISC","All","All","1.19",3,"Bay of Plenty","Site","Site|All"
"EBOP-00019","DRP","Upland","All","0.037",4,"Bay of Plenty","Site","Site|Upland"
"EBOP-00019","ECOLI","Upland","All","70",3,"Bay of Plenty","Site","Site|Upland"
"EBOP-00019","DRP","All","Forest","0.037",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00019","BDISC","Upland","Forest","1.19",4,"Bay of Plenty","Site","Site|Upland|Forest"
"EBOP-00019","ECOLI","Upland","Forest","70",4,"Bay of Plenty","Site","Site|Upland|Forest"
"EBOP-00019","NH4","All","All","0.08",4,"Bay of Plenty","Site","Site|All"
"EBOP-00019","TN","Upland","All","0.983",4,"Bay of Plenty","Site","Site|Upland"
"EBOP-00019","TURB","Upland","Forest","4.8",4,"Bay of Plenty","Site","Site|Upland|Forest"
"EBOP-00019","TON","Upland","All","0.803",4,"Bay of Plenty","Site","Site|Upland"
"EBOP-00019","DRP","All","All","0.037",4,"Bay of Plenty","Site","Site|All"
"EBOP-00019","TON","Upland","Forest","0.803",4,"Bay of Plenty","Site","Site|Upland|Forest"
"EBOP-00019","NH4","All","Forest","0.08",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00019","TN","Upland","Forest","0.983",4,"Bay of Plenty","Site","Site|Upland|Forest"
"EBOP-00019","ECOLI","All","All","70",2,"Bay of Plenty","Site","Site|All"
"EBOP-00019","BDISC","All","Forest","1.19",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00019","TURB","All","All","4.8",4,"Bay of Plenty","Site","Site|All"
"EBOP-00019","TURB","Upland","All","4.8",4,"Bay of Plenty","Site","Site|Upland"
"EBOP-00019","TN","All","Forest","0.983",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00019","BDISC","Upland","All","1.19",4,"Bay of Plenty","Site","Site|Upland"
"EBOP-00019","TP","All","All","0.088",4,"Bay of Plenty","Site","Site|All"
"EBOP-00019","NH4","Upland","All","0.08",4,"Bay of Plenty","Site","Site|Upland"
"EBOP-00022","DRP","Lowland","All","0.014",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00022","TP","Lowland","Forest","0.022",3,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00022","TON","All","All","0.034",1,"Bay of Plenty","Site","Site|All"
"EBOP-00022","BDISC","All","All","1.53",3,"Bay of Plenty","Site","Site|All"
"EBOP-00022","TURB","All","All","5.1",4,"Bay of Plenty","Site","Site|All"
"EBOP-00022","TN","Lowland","Forest","0.078",1,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00022","DRP","All","All","0.014",3,"Bay of Plenty","Site","Site|All"
"EBOP-00022","TON","Lowland","Forest","0.034",1,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00022","NH4","Lowland","Forest","0.003",1,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00022","ECOLI","Lowland","Forest","15",1,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00022","DRP","All","Forest","0.014",3,"Bay of Plenty","Site","Site|Forest"
"EBOP-00022","NH4","All","All","0.003",1,"Bay of Plenty","Site","Site|All"
"EBOP-00022","TN","Lowland","All","0.078",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00022","NH4","All","Forest","0.003",1,"Bay of Plenty","Site","Site|Forest"
"EBOP-00022","ECOLI","All","All","15",1,"Bay of Plenty","Site","Site|All"
"EBOP-00022","TON","Lowland","All","0.034",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00022","TP","All","Forest","0.022",3,"Bay of Plenty","Site","Site|Forest"
"EBOP-00022","TN","All","All","0.078",1,"Bay of Plenty","Site","Site|All"
"EBOP-00022","TURB","Lowland","All","5.1",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00022","BDISC","Lowland","Forest","1.53",4,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00022","TP","Lowland","All","0.022",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00022","TN","All","Forest","0.078",1,"Bay of Plenty","Site","Site|Forest"
"EBOP-00022","ECOLI","All","Forest","15",1,"Bay of Plenty","Site","Site|Forest"
"EBOP-00022","BDISC","All","Forest","1.53",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00022","DRP","Lowland","Forest","0.014",3,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00022","TURB","Lowland","Forest","5.1",4,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00022","NH4","Lowland","All","0.003",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00022","TON","All","Forest","0.034",2,"Bay of Plenty","Site","Site|Forest"
"EBOP-00022","TURB","All","Forest","5.1",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00022","ECOLI","Lowland","All","15",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00022","TP","All","All","0.022",2,"Bay of Plenty","Site","Site|All"
"EBOP-00022","BDISC","Lowland","All","1.53",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00024","TP","All","Forest","0.074",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00024","DRP","All","Forest","0.058",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00024","DRP","Lowland","All","0.058",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00024","NH4","All","All","0.005",1,"Bay of Plenty","Site","Site|All"
"EBOP-00024","TN","All","All","0.304",2,"Bay of Plenty","Site","Site|All"
"EBOP-00024","NH4","Lowland","Forest","0.005",1,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00024","TON","All","All","0.258",3,"Bay of Plenty","Site","Site|All"
"EBOP-00024","TON","All","Forest","0.258",3,"Bay of Plenty","Site","Site|Forest"
"EBOP-00024","DRP","Lowland","Forest","0.058",4,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00024","TON","Lowland","All","0.258",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00024","TURB","All","All","1.8",2,"Bay of Plenty","Site","Site|All"
"EBOP-00024","ECOLI","All","All","41",2,"Bay of Plenty","Site","Site|All"
"EBOP-00024","TON","Lowland","Forest","0.258",3,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00024","TP","Lowland","Forest","0.074",4,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00024","TN","All","Forest","0.304",3,"Bay of Plenty","Site","Site|Forest"
"EBOP-00024","TURB","Lowland","Forest","1.8",2,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00024","BDISC","All","All","2.08",2,"Bay of Plenty","Site","Site|All"
"EBOP-00024","TURB","All","Forest","1.8",3,"Bay of Plenty","Site","Site|Forest"
"EBOP-00024","ECOLI","Lowland","Forest","41",2,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00024","TURB","Lowland","All","1.8",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00024","BDISC","Lowland","Forest","2.08",3,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00024","TN","Lowland","All","0.304",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00024","NH4","Lowland","All","0.005",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00024","ECOLI","Lowland","All","41",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00024","NH4","All","Forest","0.005",1,"Bay of Plenty","Site","Site|Forest"
"EBOP-00024","DRP","All","All","0.058",4,"Bay of Plenty","Site","Site|All"
"EBOP-00024","ECOLI","All","Forest","41",2,"Bay of Plenty","Site","Site|Forest"
"EBOP-00024","TN","Lowland","Forest","0.304",3,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00024","BDISC","Lowland","All","2.08",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00024","BDISC","All","Forest","2.08",3,"Bay of Plenty","Site","Site|Forest"
"EBOP-00024","TP","All","All","0.074",4,"Bay of Plenty","Site","Site|All"
"EBOP-00024","TP","Lowland","All","0.074",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00025","NH4","All","All","0.0955",4,"Bay of Plenty","Site","Site|All"
"EBOP-00025","TN","All","Forest","0.5405",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00025","NH4","All","Forest","0.0955",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00025","TN","Lowland","Forest","0.5405",4,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00025","TN","All","All","0.5405",3,"Bay of Plenty","Site","Site|All"
"EBOP-00025","ECOLI","Lowland","Forest","51",2,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00025","DRP","All","Forest","0.074",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00025","TURB","Lowland","Forest","3.5",3,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00025","DRP","Lowland","Forest","0.074",4,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00025","TP","All","Forest","0.121",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00025","TP","Lowland","All","0.121",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00025","DRP","Lowland","All","0.074",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00025","TP","Lowland","Forest","0.121",4,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00025","TP","All","All","0.121",4,"Bay of Plenty","Site","Site|All"
"EBOP-00025","TN","Lowland","All","0.5405",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00025","DRP","All","All","0.074",4,"Bay of Plenty","Site","Site|All"
"EBOP-00025","TURB","All","Forest","3.5",4,"Bay of Plenty","Site","Site|Forest"
"EBOP-00025","TON","Lowland","All","0.274",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00025","TURB","Lowland","All","3.5",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00025","ECOLI","Lowland","All","51",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00025","TON","Lowland","Forest","0.274",3,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00025","ECOLI","All","Forest","51",3,"Bay of Plenty","Site","Site|Forest"
"EBOP-00025","NH4","Lowland","Forest","0.0955",4,"Bay of Plenty","Site","Site|Lowland|Forest"
"EBOP-00025","NH4","Lowland","All","0.0955",4,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00025","TON","All","Forest","0.274",3,"Bay of Plenty","Site","Site|Forest"
"EBOP-00025","TURB","All","All","3.5",3,"Bay of Plenty","Site","Site|All"
"EBOP-00025","ECOLI","All","All","51",2,"Bay of Plenty","Site","Site|All"
"EBOP-00025","TON","All","All","0.274",3,"Bay of Plenty","Site","Site|All"
"EBOP-00026","BDISC","All","All","2.11",2,"Bay of Plenty","Site","Site|All"
"EBOP-00026","ECOLI","Lowland","All","300",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00026","TON","All","Rural","0.231",2,"Bay of Plenty","Site","Site|Rural"
"EBOP-00026","TN","Lowland","Rural","0.3145",1,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00026","TURB","All","All","2.8",3,"Bay of Plenty","Site","Site|All"
"EBOP-00026","TON","All","All","0.231",2,"Bay of Plenty","Site","Site|All"
"EBOP-00026","ECOLI","All","All","300",4,"Bay of Plenty","Site","Site|All"
"EBOP-00026","ECOLI","All","Rural","300",3,"Bay of Plenty","Site","Site|Rural"
"EBOP-00026","NH4","Lowland","Rural","0.014",3,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00026","DRP","Lowland","All","0.0055",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00026","NH4","All","Rural","0.014",4,"Bay of Plenty","Site","Site|Rural"
"EBOP-00026","BDISC","Lowland","All","2.11",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00026","TN","All","All","0.3145",2,"Bay of Plenty","Site","Site|All"
"EBOP-00026","TP","Lowland","Rural","0.017",2,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00026","TURB","Lowland","All","2.8",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00026","TURB","Lowland","Rural","2.8",2,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00026","NH4","Lowland","All","0.014",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00026","TURB","All","Rural","2.8",3,"Bay of Plenty","Site","Site|Rural"
"EBOP-00026","ECOLI","Lowland","Rural","300",3,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00026","NH4","All","All","0.014",4,"Bay of Plenty","Site","Site|All"
"EBOP-00026","TON","Lowland","All","0.231",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00026","BDISC","All","Rural","2.11",2,"Bay of Plenty","Site","Site|Rural"
"EBOP-00026","TN","Lowland","All","0.3145",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00026","TP","All","All","0.017",2,"Bay of Plenty","Site","Site|All"
"EBOP-00026","TP","All","Rural","0.017",2,"Bay of Plenty","Site","Site|Rural"
"EBOP-00026","TN","All","Rural","0.3145",2,"Bay of Plenty","Site","Site|Rural"
"EBOP-00026","BDISC","Lowland","Rural","2.11",2,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00026","DRP","Lowland","Rural","0.0055",1,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00026","TP","Lowland","All","0.017",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00026","TON","Lowland","Rural","0.231",2,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00026","DRP","All","Rural","0.0055",2,"Bay of Plenty","Site","Site|Rural"
"EBOP-00026","DRP","All","All","0.0055",2,"Bay of Plenty","Site","Site|All"
"EBOP-00027","TN","Lowland","Rural","0.397",2,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00027","TURB","Lowland","Rural","0.5",1,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00027","TON","All","All","0.311",3,"Bay of Plenty","Site","Site|All"
"EBOP-00027","ECOLI","All","Rural","110",2,"Bay of Plenty","Site","Site|Rural"
"EBOP-00027","TN","Lowland","All","0.397",2,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00027","NH4","Lowland","Rural","0.003",1,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00027","DRP","Lowland","All","0.006",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00027","DRP","Lowland","Rural","0.006",1,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00027","TURB","All","All","0.5",1,"Bay of Plenty","Site","Site|All"
"EBOP-00027","TN","All","Rural","0.397",2,"Bay of Plenty","Site","Site|Rural"
"EBOP-00027","TON","Lowland","All","0.311",3,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00027","ECOLI","Lowland","Rural","110",2,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00027","TP","All","Rural","0.012",1,"Bay of Plenty","Site","Site|Rural"
"EBOP-00027","DRP","All","All","0.006",2,"Bay of Plenty","Site","Site|All"
"EBOP-00027","TP","Lowland","Rural","0.012",1,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00027","TP","Lowland","All","0.012",1,"Bay of Plenty","Site","Site|Lowland"
"EBOP-00027","ECOLI","All","All","110",2,"Bay of Plenty","Site","Site|All"
"EBOP-00027","TP","All","All","0.012",2,"Bay of Plenty","Site","Site|All"
"EBOP-00027","TON","All","Rural","0.311",3,"Bay of Plenty","Site","Site|Rural"
"EBOP-00027","TN","All","All","0.397",2,"Bay of Plenty","Site","Site|All"
"EBOP-00027","DRP","All","Rural","0.006",2,"Bay of Plenty","Site","Site|Rural"
"EBOP-00027","TON","Lowland","Rural","0.311",2,"Bay of Plenty","Site","Site|Lowland|Rural"
"EBOP-00027","TURB","Lowland","All","0.5",1,"Bay of Plenty","Site","Site|Lowland"
