"","SiteID","CouncilSiteID","LawaSiteID","SWQuality","SWQAltitude","SWQLanduse","SWQFrequencyAll","SWQFrequencyLast5","Region","Agency","Lat","Long"
"241","","Heathcote River at Ferrymead Bridge","CCC-00027","YES","Lowland","Urban","Monthly","Monthly","Canterbury","Christchurch","-43.558238810833","172.708931450575"
"242","","Smacks Creek at Gardiners Road","CCC-00028","YES","Lowland","Urban","Monthly","Monthly","Canterbury","Christchurch","-43.4605675206156","172.589649190518"
"243","","Styx River at Gardiners Road","CCC-00029","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Christchurch","-43.467137481359","172.589431930423"
"244","","Styx River at Main North Road","CCC-00030","YES","Lowland","Urban","Monthly","Monthly","Canterbury","Christchurch","-43.467297710604","172.617570250466"
"245","","Kaputone Creek at Blakes Road","CCC-00031","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Christchurch","-43.4600518511661","172.634111779501"
"246","SQ30305","Kaputone Creek at Belfast Road","CCC-00032","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Christchurch","-43.4579872208702","172.656291110032"
"247","","Styx River at Marshland Road Bridge ","CCC-00033","YES","Lowland","Urban","Monthly","Monthly","Canterbury","Christchurch","-43.4623946510572","172.658292780186"
"248","","Styx River at Richards Bridge ","CCC-00034","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Christchurch","-43.4456930410709","172.678374620418"
"249","","Styx River at Harbour Road Bridge","CCC-00035","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Christchurch","-43.399724541232","172.691245769912"
"250","","Nottingham Stream at Candys Road ","CCC-00036","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Christchurch","-43.5944112211464","172.56059873981"
"251","","Knights Stream at Sabys Road","CCC-00037","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Christchurch","-43.5964247213887","172.550552839529"
"252","","Halswell River at Akaroa Highway (Tai Tapu Road)","CCC-00038","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Christchurch","-43.6066387907348","172.559445430039"
"253","","Otukaikino River at Groynes Inlet ","CCC-00039","YES","Lowland","Urban","Monthly","Monthly","Canterbury","Christchurch","-43.4523965510645","172.60298596014"
"254","","Wilsons Stream","CCC-00040","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Christchurch","-43.4352063108177","172.644648680337"
"255","","Linwood Canal/City Outfall Drain","CCC-00041","YES","Lowland","Urban","Monthly","Monthly","Canterbury","Christchurch","-43.5503283405566","172.702286810073"
"256","","Otukaikino Creek at Omaka Scout Camp","CCC-00042","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Christchurch","-43.4597780206081","172.57556808056"
"257","SQ34906","Heathcote River at Catherine St","ECAN-10005","YES","Lowland","Urban","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","-43.5515115306918","172.683545299579"
"258","SQ20203","Orari River Gorge","ECAN-10026","YES","Upland","Rural","","Monthly","Canterbury","Environment Canterbury Regional Council","-43.9271360495682","171.191431074674"
"259","SQ20450","Pareora River SH1","ECAN-00180","YES","Lowland","Rural","","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.4914263511878","171.192867253751"
"260","SQ20785","Tekapo River Steel Bridge","ECAN-00184","YES","Upland","Rural","","Monthly","Canterbury","Environment Canterbury Regional Council","-44.3084711915598","170.234078173029"
"261","SQ21160","Waikakahi Stream Cock & Hen Road","ECAN-00054","YES","Lowland","Rural","Quarterly","Monthly","Canterbury","Environment Canterbury Regional Council","-44.8714621235595","170.965024523406"
"262","SQ26242","Parakanoi Drain Lower Beach Road","ECAN-00194","YES","Lowland","Rural","","Monthly","Canterbury","Environment Canterbury Regional Council","-44.0857658996908","171.69786220249"
"263","SQ30065","Hurunui River at at SH7","ECAN-00132","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-42.8707097775642","172.766742261557"
"264","SQ35798","Hinds River Lower Beach Road","ECAN-00193","YES","Lowland","Exotic","","Monthly","Canterbury","Environment Canterbury Regional Council","-44.1049477814457","171.652852337347"
"265","SQ35800","Clarence River above river mouth","ECAN-00195","YES","Lowland","Rural","","Quarterly","Canterbury","Environment Canterbury Regional Council","-42.1697004888846","173.925886889151"
"266","SQ35871","Otekaieke River Special School Road","ECAN-00188","YES","Upland","Rural","","Monthly","Canterbury","Environment Canterbury Regional Council","-44.8802053468678","170.532040862583"
"267","SQ35872","Mandamus River Tekoa Road","ECAN-00174","YES","Upland","Rural","","Monthly","Canterbury","Environment Canterbury Regional Council","-42.7877210339568","172.556570575323"
"268","SQ35873","South Ashburton River Quarry Road","ECAN-00169","YES","Upland","Rural","","Monthly","Canterbury","Environment Canterbury Regional Council","-43.6600316401123","171.29670607073"
"269","SQ35874","Gentleman Smith Stream Hakatere-Heron Road","ECAN-00170","YES","Upland","Rural","","Monthly","Canterbury","Environment Canterbury Regional Council","-43.5374054023753","171.184322864106"
"270","SQ35875","Lambies Stream Ashburton Gorge Road","ECAN-00171","YES","Upland","Rural","","Monthly","Canterbury","Environment Canterbury Regional Council","-43.6173528852942","171.181902528714"
"271","SQ35876","Ahuriri River Ben Omar","ECAN-00187","YES","Upland","Rural","","Monthly","Canterbury","Environment Canterbury Regional Council","-44.4883900342766","170.058062166085"
"272","Aparima River at Thornbury","Aparima River at Thornbury","ES-00072","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.2859273277536","168.082923403251"
"273","Oreti River at Wallacetown","Oreti River at Wallacetown","ES-00112","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.3263007993515","168.266192874427"
"274","Waiau River at Sunnyside","Waiau River at Sunnyside","ES-00121","Yes","Lowland","Native","Monthly","Monthly","Southland","ES","-45.7986974283497","167.640024852344"
"275","Waimea Stream at Mandeville","Waimea Stream at Mandeville","ES-00130","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-45.9872387968892","168.801093080172"
"276","Waituna Creek at Marshall Road","Waituna Creek at Marshall Road","ES-00135","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.5202487334586","168.542712519181"
"277","Aparima River at Dunrobin","Aparima River at Dunrobin","ES-00004","Yes","Upland","Native","Monthly","Monthly","Southland","ES","-45.737409990996","168.1203806593"
"278","Irthing Stream at Ellis Road","Irthing Stream at Ellis Road","ES-00013","Yes","Upland","Rural","Monthly","Monthly","Southland","ES","-45.6796047663668","168.425875807601"
"279","Mataura River at Gore","Mataura River at Gore","ES-00037","Yes","Lowland","Urban","Monthly","Monthly","Southland","ES","-46.1002193469584","168.949448755793"
"280","Mataura River at Parawa","Mataura River at Parawa","ES-00024","Yes","Upland","Rural","Monthly","Monthly","Southland","ES","-45.5594017593903","168.561467430689"
"281","Orauea River at Orawia Pukemaori Road","Orauea River at Orawia Pukemaori Road","ES-00061","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.0772372324477","167.791628968043"
"282","Oreti River at Three Kings","Oreti River at Three Kings","ES-00009","Yes","Upland","Rural","Monthly","Monthly","Southland","ES","-45.4471272879787","168.136247769802"
"283","Otapiri Stream at Otapiri Gorge","Otapiri Stream at Otapiri Gorge","ES-00046","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.0005077984258","168.45767333948"
"284","Bog Burn d/s Hundred Line Road","Bog Burn d/s Hundred Line Road","ES-00048","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.0623949587389","168.234734679969"
"285","Carran Creek at Waituna Lagoon Road","Carran Creek at Waituna Lagoon Road","ES-00057","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.5427930869726","168.651157054852"
"286","Cascade Stream at Pourakino Valley Road","Cascade Stream at Pourakino Valley Road","ES-00006","Yes","Lowland","Native","Monthly","Monthly","Southland","ES","-46.249498924569","167.935858078261"
"287","Cromel Stream at Selbie Road","Cromel Stream at Selbie Road","ES-00012","Yes","Upland","Native","Monthly","Monthly","Southland","ES","-45.5813773655988","168.37384442081"
"288","Dipton Stream at South Hillend-Dipton Rd","Dipton Stream at South Hillend-Dipton Rd","ES-00163","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-45.9827622824049","168.312332032032"
"289","Dunsdale Stream at Dunsdale Reserve","Dunsdale Stream at Dunsdale Reserve","ES-00016","Yes","Lowland","Native","Monthly","Monthly","Southland","ES","-46.1347057505432","168.601870071154"
"290","Hamilton Burn at Affleck Road","Hamilton Burn at Affleck Road","ES-00164","Yes","Upland","Rural","Monthly","Monthly","Southland","ES","-45.7848090419463","168.191258548416"
"291","Hedgehope Stream 20m u/s Makarewa Confl","Hedgehope Stream 20m u/s Makarewa Confl","ES-00165","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.2667698347913","168.453503410746"
"292","Lill Burn at Lill Burn-Monowai Road","Lill Burn at Lill Burn-Monowai Road","ES-00166","Yes","Lowland","Native","Monthly","Monthly","Southland","ES","-46.0024211861941","167.669296552426"
"293","Longridge Stream at Sandstone","Longridge Stream at Sandstone","ES-00065","Yes","Upland","Rural","Monthly","Monthly","Southland","ES","-45.8863808434473","168.60145273655"
"294","Makarewa River at Lora Gorge Road","Makarewa River at Lora Gorge Road","ES-00047","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.0666514266213","168.482654787264"
"295","Makarewa River at Wallacetown","Makarewa River at Wallacetown","ES-00015","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.3297954257162","168.299116272918"
"296","Mararoa River at South Mavora Lake","Mararoa River at South Mavora Lake","ES-00003","Yes","Upland","Native","Monthly","Monthly","Southland","ES","-45.3158287755195","168.179275975"
"297","Mararoa River at The Key","Mararoa River at The Key","ES-00045","Yes","Upland","Rural","Monthly","Monthly","Southland","ES","-45.541514151631","167.888330498612"
"298","Mararoa River at Weir Road","Mararoa River at Weir Road","ES-00002","Yes","Upland","Rural","Monthly","Monthly","Southland","ES","-45.6061614579925","167.702255644554"
"299","Mataura River 200m d/s Mataura Bridge","Mataura River 200m d/s Mataura Bridge","ES-00022","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.1985696291369","168.863521606528"
"300","Mataura River at Mataura Island Bridge","Mataura River at Mataura Island Bridge","ES-00021","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.3890685346813","168.777560827914"
"301","Mimihau Stream Tributary at Venlaw Forest","Mimihau Stream Tributary at Venlaw Forest","ES-00029","Yes","Upland","Rural","Monthly","Monthly","Southland","ES","-46.3096253091344","169.082228480021"
"302","Mimihau Stream at Wyndham","Mimihau Stream at Wyndham","ES-00044","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.3211744547906","168.860121400877"
"303","Mokoreta River at Wyndham River Road","Mokoreta River at Wyndham River Road","ES-00028","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.3585169685426","168.843464801531"
"304","Mokotua Stream at Awarua","Mokotua Stream at Awarua","ES-00054","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.5421399463717","168.433873252685"
"305","North Peak Stream at Waimea Valley Road","North Peak Stream at Waimea Valley Road","ES-00067","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-45.9449512233652","168.622477754027"
"306","Opouriki Stream at Tweedie Road","Opouriki Stream at Tweedie Road","ES-00052","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.2816469701361","167.976238717471"
"307","Oreti River at Lumsden Bridge","Oreti River at Lumsden Bridge","ES-00011","Yes","Upland","Rural","Monthly","Monthly","Southland","ES","-45.7162088027125","168.427766948936"
"308","Otamita Stream at Mandeville","Otamita Stream at Mandeville","ES-00030","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-45.9980415193623","168.824180709994"
"309","Otautau Stream at Otautau-Tuatapere Road","Otautau Stream at Otautau-Tuatapere Road","ES-00008","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.1266337620799","167.977089360567"
"310","Otautau Stream at Waikouro","Otautau Stream at Waikouro","ES-00053","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.0991876074267","167.962184806747"
"311","Otepuni Creek at Nith Street","Otepuni Creek at Nith Street","ES-00019","Yes","Lowland","Urban","Monthly","Monthly","Southland","ES","-46.414114105061","168.350410301998"
"312","Oteramika Stream at Seaward Downs","Oteramika Stream at Seaward Downs","ES-00036","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.3828106047144","168.761227184044"
"313","Pourakino River at Traill Road","Pourakino River at Traill Road","ES-00051","Yes","Lowland","Native","Monthly","Monthly","Southland","ES","-46.2920802685694","167.957895106544"
"314","Sandstone Stream at Kingston Crossing Rd","Sandstone Stream at Kingston Crossing Rd","ES-00068","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-45.9392403133049","168.729456510051"
"315","Tokanui River at Fortrose Otara Road","Tokanui River at Fortrose Otara Road","ES-00064","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.6214459867044","168.879668108632"
"316","Tussock Creek at Cooper Road","Tussock Creek at Cooper Road","ES-00049","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.2459936497591","168.413214223016"
"317","Upukerora River at Te Anau Milford Road","Upukerora River at Te Anau Milford Road","ES-00043","Yes","Upland","Native","Monthly","Monthly","Southland","ES","-45.4101606598051","167.74121317168"
"318","Waiau River at Tuatapere","Waiau River at Tuatapere","ES-00001","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.1307733359097","167.685996922745"
"319","Waihopai River u/s Queens Drive","Waihopai River u/s Queens Drive","ES-00018","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.3847497460943","168.366722870716"
"320","Waikaia River at Waikaia","Waikaia River at Waikaia","ES-00042","Yes","Upland","Rural","Monthly","Monthly","Southland","ES","-45.7226284184622","168.841892089722"
"321","Waikaia River at Waipounamu Bridge Road","Waikaia River at Waipounamu Bridge Road","ES-00025","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-45.8519215328535","168.792988864516"
"322","Waikaia River u/s Piano Flat","Waikaia River u/s Piano Flat","ES-00026","Yes","Upland","Rural","Monthly","Monthly","Southland","ES","-45.5496419462252","169.02887492495"
"323","Waikaka Stream at Gore","Waikaka Stream at Gore","ES-00027","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.1074572965357","168.954301132957"
"324","Waikawa River at Progress Valley","Waikawa River at Progress Valley","ES-00034","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.5742168489349","169.146731113072"
"325","Waikiwi Stream at North Road","Waikiwi Stream at North Road","ES-00017","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.3629448040163","168.34671453597"
"326","Waikopikopiko Stream at Haldane CurioBay","Waikopikopiko Stream at Haldane CurioBay","ES-00033","Yes","Lowland","Native","Monthly","Monthly","Southland","ES","-46.629711242192","169.023215881862"
"327","Waimatuku Stream at Lorneville Riverton Hwy","Waimatuku Stream at Lorneville Riverton Hwy","ES-00035","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.2995424429551","168.172389275987"
"328","Wairaki River ds Blackmount Road","Wairaki River ds Blackmount Road","ES-00167","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-45.9348877203632","167.699734330932"
"329","Whitestone River d/s Manapouri-Hillside","Whitestone River d/s Manapouri-Hillside","ES-00062","Yes","Upland","Rural","Monthly","Monthly","Southland","ES","-45.530665015226","167.754617897032"
"330","Winton Stream at Lochiel","Winton Stream at Lochiel","ES-00014","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.1994833846124","168.303033200888"
"331","Moffat Creek at Moffat Road","Moffat Creek at Moffat Road","ES-00106","Yes","Lowland","Rural","Monthly","Monthly","Southland","ES","-46.5401704522622","168.57029804379"
"332","Hikuwai River at Willowflat","Hikuwai River at Willowflat","GDC-00004","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-38.29225747","178.26918382"
"333","Mangatu River at Omapere Station","Mangatu River at Omapere Station","GDC-00010","true","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","-38.37861727","177.79314223"
"334","Mata at Mata Bridge","Mata at Mata Bridge Telemetry Station","LAWA-100348","true","Lowland","Exotic","Monthly","Bimonthly","Gisborne","GDC","-38.04748307","178.12338148"
"335","Te Arai River at Pykes Weir","Te Arai River at Pykes Weir","GDC-00017","true","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","-38.7594811","177.81765186"
"336","Waikohu River at Mahaki Station","Waikohu River at Mahaki Station","GDC-00021","true","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","-38.42684599","177.7223845"
"337","Waimata River at Goodwins Rd Bridge","Waimata River at Goodwins Rd Bridge","GDC-00022","true","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","-38.63944198","178.06757406"
"338","Waimata River at Monowai Bridge","Waimata River at Monowai Bridge","GDC-00023","true","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","-38.51418655","178.04028432"
"339","Waingaromia River at Terrace Station","Waingaromia River at Terrace Station","GDC-00024","true","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","-38.359148","177.93349507"
"340","Waipaoa River at Kanakanaia Bridge","Waipaoa River at Kanakanaia","GDC-00027","true","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","-38.46138921","177.87635772"
"341","Waipaoa at Matawhero Bridge","Waipaoa River at Matawhero Bridge","GDC-00028","true","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","-38.65370647","177.91769479"
"342","Wharekopae River at Rangimoe","Wharekopae River at Rangimoe","GDC-00030","true","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","-38.54675218","177.65955182"
"343","Karakatuwhero River at SH35 Bridge 17800001","Karakatuwhero River at SH35 Bridge 17800001","GDC-00006","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-37.62630652","178.33501204"
"344","Ihungia @ Ihungia Rd Bridge","Ihungia River at Ihungia Rd Br 18326002","GDC-00005","true","Upland","Rural","Monthly","Bimonthly","Gisborne","GDC","-38.04686695","178.17696658"
"345","Mangaheia River @ Paroa Rd Bridge","Mangaheia River at Paroa Road Bridge","GDC-00008","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-38.34737089","178.24910813"
"346","Mangaoporo River at Tutumatai Bridge","Mangaoporo River at Tutamatai Bridge 18314003","GDC-00009","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-37.83774273","178.29385929"
"347","Waiomoko @ SH35 Bridge","Waiomoko River at SH35 Bridge 19200001","LAWA-100335","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-38.55581647","178.21529022"
"348","Wainui Stream at Pare Street","Wainui Stream at Pare Street","GDC-00026","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-38.69179364","178.07147029"
"349","Awapuni Drain Site 4","Awapuni Drain Site 4 D/S Wetland Outlet at Fence Line","GDC-00001","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-38.68155634","177.95581414"
"350","Matawai Stream at Tawai","Matawai Stream at Tawai 16521512","LAWA-100332","true","Upland","Rural","Monthly","Monthly","Gisborne","GDC","-38.38021422","177.55207132"
"351","Whakaahu Stream at Brunton Rd 19704009","Whakaahu Stream at Brunton Rd 19704009","GDC-00031","true","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","-38.63111823","177.85760067"
"352","Taruheru at Tuckers Rd Bridge","Taruheru River at Tuckers Rd Bridge","GDC-00016","true","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","-38.63415353","177.96817629"
"353","Waingaromia River at Terrace Station 19722001","Waingaromia River at Terrace Station 19722001","GDC-00024","true","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","-38.359148","177.93349507"
"354","Waimata River at Monowai Bridge","Waimata River at Monowai Bridge 19600056","GDC-00023","true","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","-38.51418655","178.04028432"
"355","Awatere River at SH35 Bridge","Awatere River at SH35 Bridge","GDC-00002","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-37.67457224","178.34813828"
"356","Motu River at Kotare","Motu River at Kotare Station Bridge","LAWA-100330","true","Upland","Rural","Monthly","Monthly","Gisborne","GDC","-38.36155298","177.49807902"
"357","Turanganui River @ Gladstone Rd Bridge","Turanganui River at Gladstone Rd Bridge","GDC-00033","true","Lowland","Urban","Monthly","Monthly","Gisborne","GDC","-38.66849384","178.02855565"
"358","Hamanatua Stream at Okitu Bridge","Hamanatua Stream at Okitu Bridge","GDC-00032","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-38.67822058","178.08004372"
"359","Hikuwai River at No 4 Bridge","Hikuwai River at No 4 Bridge","GDC-00003","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-38.20389326","178.25582994"
"360","Kopuawhakapata Stream at Hirini St","Kopuawhakapata Stream at Hirini St","GDC-00007","true","Lowland","Urban","Monthly","Monthly","Gisborne","GDC","-38.67047104","178.03156571"
"361","Mangaoporo River at Tutumatai Bridge","Mangaoporo River at Tutamatai Bridge","GDC-00009","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-37.83774273","178.29385929"
"362","Mangatutu Stream @ SH35","Mangatutu Str at Sh35-Waipahuru Bridge","LAWA-100336","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-37.59944782","178.26023485"
"363","Mata River at Aorangi (Makarika Road) ","Mata River at Aorangi (Makarika Road)","GDC-00011","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-37.94877976","178.21088895"
"364","Matawai Stream at Tawai","Matawai Stream at Tawai","LAWA-100332","true","Upland","Rural","Monthly","Monthly","Gisborne","GDC","-38.38021422","177.55207132"
"365","Oweka River at SH35 Bridge","Oweka River at SH35 Bridge","GDC-00013","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-37.5927497","178.15253622"
"366","Poroporo River at Rangitukia","Poroporo River at Rangitukia Rd Bridge","GDC-00015","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-37.78527353","178.42755259"
"367","Waikanae Creek at Grey St Bridge","Waikanae Creek at Grey St Bridge","GDC-00020","true","Lowland","Urban","Monthly","Monthly","Gisborne","GDC","-38.66828115","178.01990384"
"368","Waiomoko @ SH35 Bridge","Waiomoko River at SH35 Bridge","LAWA-100335","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-38.55581647","178.21529022"
"369","Waipaoa River at Kanakanaia Br","Waipaoa River at Kanakanaia Bridge","GDC-00027","true","Lowland","Rural","Monthly","M","Gisborne","GDC","-38.46160072","177.87560467"
"370","Whakaahu Stream at Brunton Rd","Whakaahu Stream at Brunton Rd","GDC-00031","true","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","-38.63111823","177.85760067"
"371","Wharekahika River upstream of Wharf Rd Bridge","Wharekahika River U/S Of Wharf Bridge","GDC-00029","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-37.57137121","178.28161313"
"372","Motu River at Matawai Conservation Area","Motu River @ Matawai Conserv Area","GDC-00012","true","Upland","Native","Monthly","Monthly","Gisborne","GDC","-38.42453214","177.46114325"
"373","Pakarae River at Pakarae Station Bridge","Pakarae River at Pakarae Station Bridge","GDC-00014","true","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","-38.51508062","178.25492637"
"374","Motu River above Falls","Motu River above Falls","LAWA-100331","true","Upland","Rural","Monthly","Monthly","Gisborne","GDC","-38.24861874","177.59480185"
"375","Waihirere Stream at Domain","Waihirere Stream @ Domain","LAWA-100333","true","Lowland","Native","Monthly","Monthly","Gisborne","GDC","-38.57138316","177.94697884"
"376","Akatarawa River at Hutt Confluence","Akatarawa River at Hutt Confluence","GW-00025","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-41.08952998","175.09766097"
"377","Awhea River at Tora Rd","Awhea River at Tora Rd","GW-00053","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-41.4945283","175.515193"
"378","Beef Creek at headwaters","Beef Creek at headwaters","GW-00049","true","Upland","Forest","Monthly","Monthly","Wellington","GWRC","-41.01810983","175.4257619"
"379","Horokiri Stream at Snodgrass","Horokiri Stream at Snodgrass","GW-00013","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-41.07930266","174.92617299"
"380","Huangarua River at Ponatahi Bridge","Huangarua River at Ponatahi Bridge","GW-00051","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-41.20800072","175.46909416"
"381","Hutt River at Birchville","Hutt River at Birchville","GW-10001","true","Lowland","Forest","Unstated","Unstated","Wellington","GWRC","-41.10017595","175.09076014"
"382","Hutt River at Boulcott","Hutt River at Boulcott","GW-00022","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-41.19670926","174.92047746"
"383","Hutt River at Kaitoke","Hutt River at Kaitoke","NRWQN-00047","true","Upland","Forest","Monthly","Monthly","Wellington","GWRC","-41.05101129","175.19123118"
"384","Hutt River at Maoribank Corner","Hutt River at Maoribank Corner","GW-10002","true","Lowland","Forest","Unstated","Unstated","Wellington","GWRC","-41.11326803","175.08901998"
"385","Hutt River at Melling Bridge","Hutt River at Melling Bridge","GW-10003","true","Lowland","Forest","Unstated","Unstated","Wellington","GWRC","-41.20419227","174.90705252"
"386","Hutt River at Poets Park","Hutt River at Poets Park","GW-10004","true","Lowland","Forest","Unstated","Unstated","Wellington","GWRC","-41.11837462","175.04234921"
"387","Hutt River at Silverstream Bridge","Hutt River at Silverstream Bridge","GW-10005","true","Lowland","Forest","Unstated","Unstated","Wellington","GWRC","-41.14511382","174.99735174"
"388","Hutt River at Te Marua Intake Site","Hutt River at Te Marua Intake Site","GW-00020","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-41.07991041","175.14363637"
"389","Hutt River Opposite Manor Park Golf Club","Hutt River Opposite Manor Park Golf Club","GW-00021","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-41.15364323","174.98644435"
"390","Kaiwharawhara Stream at Ngaio Gorge","Kaiwharawhara Stream at Ngaio Gorge","GW-00019","true","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","-41.25798289","174.77940709"
"391","Karori Stream at Makara Peak Mountain Bike Park","Karori Stream at Makara Peak Mountain Bike Park","GW-00018","true","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","-41.29542655","174.72253616"
"392","Kopuaranga River at Stuarts","Kopuaranga River at Stuarts","GW-00038","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-40.89357041","175.69179599"
"393","Makara Stream at Kennels","Makara Stream at Kennels","GW-00017","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-41.23595385","174.71271629"
"394","Mangaone Stream at Sims Road Bridge","Mangaone Stream at Sims Road Bridge","GW-00007","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-40.79042456","175.0889146"
"395","Mangapouri Stream at Bennetts Rd","Mangapouri Stream at Bennetts Rd","GW-00002","true","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","-40.74299396","175.14078335"
"396","Mangaroa River at Te Marua","Mangaroa River at Te Marua","GW-00024","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-41.09432204","175.1280911"
"397","Mangatarere River at State Highway 2","Mangatarere River at State Highway 2","GW-00050","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-41.05477704","175.49618121"
"398","Motuwaireka Stream at headwaters","Motuwaireka Stream at headwaters","GW-00043","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-41.05951154","175.99910137"
"399","Ngarara Stream at Field Way","Ngarara Stream at Field Way","GW-00008","true","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","-40.86160905","175.03109239"
